,tweet_text,directed_at,sentiment,company,target,clean_tweet,hashtags,mentions
6338,"RT @mention MyPOV: Winner: popup Apple Store, Chevy Cruze  Losers: Investors propping up frothy startups w/ no enterprise strategy. #sxsw",Apple,Positive emotion,Apple,positive,rt mypov winner popup apple store chevy cruze losers investors propping up frothy startups w no enterprise strategy,#sxsw,@mention
6339,RT @mention Ne sapete qualcosa? ÛÏ@mention Google to Launch Major New Social Network Called Circles {link} #sxswÛ,Unknown,No emotion toward brand or product,Unknown,neutral,rt ne sapete qualcosa google to launch major new social network called circles link,#sxsw,@mention @mention
6340,RT @mention Need a Late Night Snack? @mention discovered some filling options at SXSWi RECAP DAY 3! {link} #sxsw #yum,Unknown,No emotion toward brand or product,Unknown,neutral,rt need a late night snack discovered some filling options at sxswi recap day 3 link,#sxsw #yum,@mention @mention
6341,RT @mention Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,iPad or iPhone App,Positive emotion,Apple,positive,rt need a workspace book it from your link,#iphone #app #sxsw #virtualoffice,@mention @mention
6342,RT @mention Need help finding friends and meeting up at #SXSW? Check out the FREE Where U At? Install it to save a kitten! j/k {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt need help finding friends and meeting up at check out the free where u at install it to save a kitten j k link,#sxsw,@mention
6344,RT @mention New #SXSW rule: no more ooing and ahing over your new iPad. We get it. Its not a big deal. Everybody has one now... :-),iPad,Negative emotion,Apple,negative,rt new rule no more ooing and ahing over your new ipad we get it its not a big deal everybody has one now,#sxsw,@mention
6345,RT @mention New #UberSocial 4 #iPhone now in the App Store includes UberGuide 2 #SXSW sponsored by #Mashable (cont) {link},iPad or iPhone App,Positive emotion,Apple,positive,rt new 4 now in the app store includes uberguide 2 sponsored by cont link,#ubersocial #iphone #sxsw #mashable,@mention
6346,RT @mention New #UberSocial for #iPhone now in App Store.  Includes UberGuide to #SXSW sponsored by #MashablÛ_ (cont) {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt new for now in app store includes uberguide to sponsored by cont link,#ubersocial #iphone #sxsw #mashabl,@mention
6347,RT @mention New #UberSocial for #iPhone now in the App Store inclds UberGuide to #SXSW sponsored by #Mashable {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt new for now in the app store inclds uberguide to sponsored by link,#ubersocial #iphone #sxsw #mashable,@mention
6349,RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW {link} Got it now,Unknown,Positive emotion,Unknown,positive,rt new for now in the app store includes uberguide to link got it now,#ubersocial #iphone #sxsw,@mention
6352,RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable (cont) {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt new for now in the app store includes uberguide to sponsored by cont link,#ubersocial #iphone #sxsw #mashable,@mention
6354,RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable Û¢ JOEPIEEE,Unknown,No emotion toward brand or product,Unknown,neutral,rt new for now in the app store includes uberguide to sponsored by joepieee,#ubersocial #iphone #sxsw #mashable,@mention
6355,RT @mention New #UberSocial for #iPhone out. Includes UberGuide to #SXSW sponsored by #Mashable {link} &lt; v nicely done,iPad or iPhone App,Positive emotion,Apple,positive,rt new for out includes uberguide to sponsored by link lt v nicely done,#ubersocial #iphone #sxsw #mashable,@mention
6356,RT @mention New blog: Watch this @mention #sxsw {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt new blog watch this link,#sxsw,@mention @mention
6357,RT @mention new Google tool for measuring everything and displaying it in one place almost makes me cry I'm so happy. Thank you. #bavcid #sxsw,Other Google product or service,Positive emotion,Google,positive,rt new google tool for measuring everything and displaying it in one place almost makes me cry i'm so happy thank you,#bavcid #sxsw,@mention
6358,RT @mention New iPad Apps for Speech Therapy and Communication Are Showcased at #SXSW | @mention {link},iPad or iPhone App,Positive emotion,Apple,positive,rt new ipad apps for speech therapy and communication are showcased at link,#sxsw,@mention @mention
6360,RT @mention New Iphone autocorrect already tried to change &quot;coworkers&quot; to &quot;visigoths.&quot; Its going to be a long five days of #sxsw,iPhone,Negative emotion,Apple,negative,rt new iphone autocorrect already tried to change quot coworkers quot to quot visigoths quot its going to be a long five days of,#sxsw,@mention
6361,RT @mention New Mike Tyson game coming to the iPhone - {link} #iPhone #SXSW #VideoGames #Tyson #art #cartoon,iPad or iPhone App,Positive emotion,Apple,positive,rt new mike tyson game coming to the iphone link,#iphone #sxsw #videogames #tyson #art #cartoon,@mention
6362,RT @mention New Post: @mention iPhone app makes it easy to connect on all social networks with people you meet  {link} #sxsw,iPad or iPhone App,Positive emotion,Apple,positive,rt new post iphone app makes it easy to connect on all social networks with people you meet link,#sxsw,@mention @mention
6363,RT @mention New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,Unknown,No emotion toward brand or product,Unknown,neutral,rt new post 3 iphone apps we'll be using at south by southwest interactive link,#sxsw #sxswi,@mention
6364,RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt new post business cards are dead send me your card via hashable at link,#sxsw,@mention
6365,"RT @mention New Social Media Tool! RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt new social media tool rt google to launch major new social network quot circles quot possibly today link,#sxsw,@mention @mention
6366,RT @mention New social network may debut at #SXSW Google Circles {link} #EatDrinkTweet  Not done with you yet!,Unknown,Positive emotion,Unknown,positive,rt new social network may debut at google circles link not done with you yet,#sxsw #eatdrinktweet,@mention
6367,"RT @mention News: iPad goes enterprise, @mention says (first look at its new ÛÏViewÛ app) {link} tip @mention #sxsw",iPad,Positive emotion,Apple,positive,rt news ipad goes enterprise says first look at its new view app link tip,#sxsw,@mention @mention @mention
6368,"RT @mention Newspapers always chasing young readers. At #SXSW, young developers pack panel on iPad design for boomers. #yourmom",Unknown,No emotion toward brand or product,Unknown,neutral,rt newspapers always chasing young readers at young developers pack panel on ipad design for boomers,#sxsw #yourmom,@mention
6369,RT @mention Next #SXSW we're heading to is about designing iPad apps for baby boomers. What do you wish apps did that they don't yet? ^TG,Unknown,No emotion toward brand or product,Unknown,neutral,rt next we're heading to is about designing ipad apps for baby boomers what do you wish apps did that they don't yet tg,#sxsw,@mention
6370,"RT @mention Next year, i'm going to set up a bootleg sidewalk cart in Austin and sell MacBook power adapters and iPhone cables. Oh, and Red Bull. #sxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt next year i'm going to set up a bootleg sidewalk cart in austin and sell macbook power adapters and iphone cables oh and red bull,#sxsw,@mention
6371,RT @mention Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,Unknown,Positive emotion,Unknown,positive,rt nice just told me was just used as a brief case study in ipad design paradigms panel at,#sxsw,@mention @mention @mention
6372,"RT @mention Nieuwe regel?  &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive emotion,Google,positive,rt nieuwe regel quot google before you tweet quot is the new quot think before you speak quot mark belinsky panel at,#911tweets #sxsw,@mention
6373,RT @mention Ning &amp; Mobile Roadie are thrilled to offer the Unofficial #SXSW Insider's Guide for iPhone. Have fun in Austin! {link},Unknown,Positive emotion,Unknown,positive,rt ning amp mobile roadie are thrilled to offer the unofficial insider's guide for iphone have fun in austin link,#sxsw,@mention
6374,RT @mention No more stumbling around lost @mention #SXSW! Stay in contact with your group - @mention #iPhone app  {link} #Idealab #IL,Unknown,No emotion toward brand or product,Unknown,neutral,rt no more stumbling around lost stay in contact with your group app link,#sxsw #iphone #idealab #il,@mention @mention @mention
6375,RT @mention No more stumbling around lost at #SXSW! Stay in contact w/ your group w/ @mention #iPhone application {link},iPhone,Positive emotion,Apple,positive,rt no more stumbling around lost at stay in contact w your group w application link,#sxsw #iphone,@mention @mention
6376,RT @mention No more stumbling around lost at #SXSW! Stay in contact with your group with the @mention #iPhone application {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt no more stumbling around lost at stay in contact with your group with the application link,#sxsw #iphone,@mention @mention
6377,"RT @mention No surprise, consumerization of IT makes its way into conversation of cloud adoption - and Apple's UI influence on enterprise #cloud #sxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt no surprise consumerization of it makes its way into conversation of cloud adoption and apple's ui influence on enterprise,#cloud #sxsw,@mention
6378,RT @mention no umbrella when you have &quot;the list&quot; via @mention ÷¼ Are you all set? ÷_ {link} ÷_ #edchat #musedchat #sxsw #sxswi #newTwitter,Unknown,No emotion toward brand or product,Unknown,neutral,rt no umbrella when you have quot the list quot via are you all set link,#edchat #musedchat #sxsw #sxswi #newtwitter,@mention @mention
6379,RT @mention No way!'Matt fricking Damon at Google party at Maggie mae's. #Sxsw @mention {link},Google,Positive emotion,Google,positive,rt no way matt fricking damon at google party at maggie mae's link,#sxsw,@mention @mention
6380,RT @mention Not a fan of a new #sxsw trend - audience sharing opinions via holding up an iPad. Not here to listen to you. #annoying,iPad,Negative emotion,Apple,negative,rt not a fan of a new trend audience sharing opinions via holding up an ipad not here to listen to you,#sxsw #annoying,@mention
6381,RT @mention not a rumor: Apple is opening temporary store in downtown Austin for #SXSW and iPad 2 launch {link} (hardcore!),Unknown,No emotion toward brand or product,Unknown,neutral,rt not a rumor apple is opening temporary store in downtown austin for and ipad 2 launch link hardcore,#sxsw,@mention
